other_species_id,other_species_group,other_species_code,other_species_name,other_species_sensitive,other_species_np,other_species_size_min,other_species_size_max,other_species_unit,other_species_category,other_species_motivation,site_code,year,id_reporte,other_species_type,other_species_id_type,other_species_id_unit
6912,P,,Paeonia cambessedesii,,,350.0,,i,R,,ES0000083,2023,135,p,201,36.0
6912,P,1483,Paeonia cambessedesii,,,,,,R,,ES0000073,2023,135,p,201,
6915,P,,Paeonia mascula (L.) Mill.,,,,,,R,A,ES0000164,2023,135,np,203,
6916,P,,Paeonia mascula (L.) Mill. subsp. mascula,,,1.0,1.0,grids10x10,R,"A,D",ES4170140,2023,135,np,203,47.0
6918,P,,Paeonia officinalis subsp. microcarpa Nyman,,,,,,R,D,ES0000266,2023,135,np,203,
6924,P,,Pancratium maritimum L.,,,1.0,,localities,V,D,ES6110005,2023,135,np,203,35.0
6944,P,,Paris quadrifolia L.,,,,,,P,A,ES2120003,2023,135,np,203,
6946,P,,Parnassia palustris L.,,,10.0,50.0,tufts,V,D,ES6140002,2023,135,np,203,41.0
6953,P,,Pedicularis comosa L.,,,,,i,P,"B,D",ES6140004,2023,135,np,203,36.0
6956,P,,Pedicularis foliosa L.,,,,,,P,D,ES2110018,2023,135,np,203,
6966,P,,Pedicularis schizocalyx (Lange) Steininger,,,,,,P,"B,D",ES4240007,2023,135,np,203,
6967,P,,Pedicularis sylvatica L.,,,,,,P,D,ES4250001,2023,135,np,203,
6970,P,,Pedicularis tuberosa L.,,,,,,P,A,ES2110009,2023,135,np,203,
6971,P,,Pedicularis verticillata L.,,,,,i,P,"B,D",ES6140004,2023,135,np,203,36.0
6983,P,,Pinguicula grandiflora Lam. subsp. grandiflora,,,,,i,P,D,ES6140004,2023,135,np,203,36.0
6987,P,,Pinguicula lusitanica L.,,,1.0,1.0,grids10x10,R,D,ES4120049,2023,135,np,203,47.0
6988,P,,Pinguicula mundi Blanca,,,,,,P,"A,B,D",ES4210008,2023,135,np,203,
6989,P,,Pinguicula nevadensis,,,18110.0,25872.0,i,R,,ES6140004,2023,135,p,201,36.0
6990,P,,Pinguicula vallisneriifolia Webb,,,150.0,150.0,tufts,V,"A,D",ES6140002,2023,135,np,203,41.0
6991,P,,Pinguicula vulgaris L.,,,,,,R,D,ES4230014,2023,135,np,203,
7009,P,,Phyllitis scolopendrium (L.) Newman subsp. scolopendrium,,,,,,P,D,ES4210008,2023,135,np,203,
7030,P,,Pentaglottis sempervirens (L.) Tausch,,,,,,P,"A,D",ES2110010,2023,135,np,203,
7034,P,,Periploca angustifolia Labill.,,,1.0,1.0,grids10x10,R,D,ES0000257,2023,135,np,203,47.0
7039,P,,Petrocoptis crassifolia Rouy,,,1.0,1.0,grids1x1,,"A,B",ES0000281,2023,135,np,203,22.0
7040,P,,Petrocoptis grandiflora,,,46924.0,46924.0,i,,,ES1130009,2023,135,p,201,36.0
7041,P,,Petrocoptis guarensis Fern. Casas,,,2.0,2.0,grids1x1,,"A,B",ES2410005,2023,135,np,203,22.0
7042,P,,Petrocoptis hispanica (Willk.) Pau,,,,,,R,B,ES0000137,2023,135,np,203,
7043,P,,Petrocoptis montserratii Fern. Casas,,,8.0,8.0,grids1x1,,"A,B",ES0000286,2023,135,np,203,22.0
7044,P,,Petrocoptis montsicciana,,,17.0,28.0,grids1x1,P,,ES5130009,2023,135,p,201,22.0
7044,P,1454,Petrocoptis montsicciana,,,,,,P,,ES0000476,2023,135,p,201,
7045,P,,Petrocoptis pardoi Pau,,,2.0,2.0,localities,,A,ES2420117,2023,135,np,203,35.0
7047,P,,Petrocoptis pyrenaica (Bergeret) Walp.,,,,,,P,B,ES0000277,2023,135,np,203,
7055,P,,Petrorhagia saxifraga (L.) Link,,,1.0,1.0,i,V,D,ES0000276,2023,135,np,203,36.0
7062,P,,Peucedanum hispanicum (Boiss.) Endl.,,,,,,P,D,ES2420036,2023,135,np,203,
7064,P,,Peucedanum lancifolium Lange,,,,,,P,B,ES6150012,2023,135,np,203,
7065,P,,Peucedanum officinale L.,,,,,,P,D,ES2110018,2023,135,np,203,
7067,P,,Peucedanum officinale subsp. brachyradium García-Martín & Silvestre,,,56.0,56.0,i,P,"A,B,D",ES6170004,2023,135,np,203,36.0
7073,P,,Phegopteris connectilis (Michaux) Watt,,,1.0,1.0,grids10x10,V,D,ES4120088,2023,135,np,203,47.0
7077,P,,Phillyrea angustifolia L.,,,1.0,17.0,grids1x1,,D,ES6200047,2023,135,np,203,22.0
7079,P,,Phillyrea latifolia L.,,,,,,P,D,ES0000090,2023,135,np,203,
7084,P,,Phlomis italica L.,,,,,,,B,ES0000073,2023,135,np,203,
7087,P,,Phlomis purpurea L.,,,,,,R,D,ES6200002,2023,135,np,203,
7089,P,,Phoenix dactylifera L.,,,,,,R,D,ES0000173,2023,135,np,203,
7096,P,,Phyteuma charmelii Vill.,,,10.0,10.0,i,V,D,ES6140001,2023,135,np,203,36.0
7098,P,,Phyteuma hemisphaericum L.,,,,,,R,D,ES0000164,2023,135,np,203,
7100,P,,Phyteuma orbiculare L.,,,500.0,5000.0,i,V,D,ES6140002,2023,135,np,203,36.0
7106,P,,Pilularia globulifera L.,,,1.0,2.0,grids10x10,V,"A,D",ES4120090,2023,135,np,203,47.0
7108,P,,Pilularia minuta Durieu,,,1.0,1.0,grids10x10,V,"A,D",ES4130145,2023,135,np,203,47.0
7109,P,,Pimpinella bicknellii Briq.,,,,,,,B,ES0000073,2023,135,np,203,
7110,P,,Pimpinella espanensis M. Hiroe,,,,,i,P,D,ES6140004,2023,135,np,203,36.0
7113,P,,Pimpinella major (L.) Huds.,,,,,,P,D,ES4240007,2023,135,np,203,
7115,P,,Pimpinella procumbens (Boiss.) Pau,,,,,i,P,"A,B,D",ES6140004,2023,135,np,203,36.0
7118,P,,Pinus halepensis Mill.,,,,,,P,D,ES0000136,2023,135,np,203,
7123,P,,Pinus pinaster Aiton,,,,,,C,D,ES0000173,2023,135,np,203,
7124,P,,Pinus pinea L.,,,,,,P,D,ES0000052,2023,135,np,203,
7126,P,,Pinus sylvestris L.,,,,,,P,D,ES2410026,2023,135,np,203,
7127,P,,Pinus uncinata DC.,,,,,,P,D,ES0000015,2023,135,np,203,
7129,P,,Pistacia lentiscus L.,,,,,,C,D,ES0000173,2023,135,np,203,
7130,P,,Pistacia terebinthus L.,,,1.0,17.0,grids1x1,,D,ES6200047,2023,135,np,203,22.0
7132,P,,Pistorinia breviflora Boiss.,,,500.0,2000.0,i,R,"A,D",ES6120019,2023,135,np,203,36.0
7134,P,,Pistorinia hispanica (L.) DC.,,,,,,C,B,ES6310001,2023,135,np,203,
7146,P,,Plantago algarbiensis,,,,685900.0,area,R,,ES0000024,2023,135,p,201,9.0
7152,P,,Plantago asperrima Hervier,,,158.0,158.0,tufts,V,D,ES6140002,2023,135,np,203,41.0
7178,P,,Platanthera algeriensis Batt. & Trab.,,,16.0,16.0,i,V,D,ES0000035,2023,135,np,203,36.0
7179,P,,Platanthera bifolia (L.) Rich.,,,,,,P,D,ES2410010,2023,135,np,203,
7185,P,,Platycapnos saxicola Willk.,,,93.0,93.0,i,V,"A,D",ES6110003,2023,135,np,203,36.0
7196,P,,Plumbago europaea L.,,,2.0,2.0,grids1x1,,D,ES0000262,2023,135,np,203,22.0
7198,P,,Primula veris L.,,,,,,P,D,ES4320039,2023,135,np,203,
7203,P,,Polygala microphylla L.,,,,,,P,D,ES4320039,2023,135,np,203,
7213,P,,Polygonatum odoratum (Mill.) Druce,,,1.0,1.0,tufts,V,D,ES6140001,2023,135,np,203,41.0
7214,P,,Polygonatum verticillatum (L.) All.,,,,,,R,D,ES0000164,2023,135,np,203,
7215,P,,Polygonum alpinum L.,,,,,,R,D,ES0000164,2023,135,np,203,
7222,P,,Quercus petraea (Matt.) Liebl.,,,,,,P,D,ES0000057,2023,135,np,203,
7225,P,,Quercus pyrenaica Willd.,,,3.0,3.0,i,R,D,ES6160008,2023,135,np,203,36.0
7226,P,,Quercus robur L.,,,,,,P,A,ES4320011,2023,135,np,203,
7228,P,,Quercus suber L.,,,,80.0,i,R,D,ES4240004,2023,135,np,203,36.0
7232,P,,Prunella hyssopifolia L.,,,,,,R,D,ES0000266,2023,135,np,203,
7234,P,,Prunella laciniata (L.) L.,,,,,,R,D,ES0000266,2023,135,np,203,
7237,P,,Prunus avium L.,,,,,,P,D,ES0000281,2023,135,np,203,
7241,P,,Polycarpon polycarpoides (Biv.) Zodda,,,,,,,B,ES0000073,2023,135,np,203,
7243,P,,Polycarpon polycarpoides subsp. colomense (Porta) Pedrol,,,,,,R,"B,D",ES0000236,2023,135,np,203,
7248,P,,Polycnemum arvense L.,,,,,i,V,D,ES6140001,2023,135,np,203,36.0
7252,P,,Polygala baetica Willk.,,,,,,C,B,ES6310001,2023,135,np,203,
7265,P,,Polygonum maritimum L.,,,,,,P,D,ES6170015,2023,135,np,203,
7274,P,,Polygonum romanum subsp. balearicum Raffaelli & L. Villar,,,,,,,B,ES5310114,2023,135,np,203,
7277,P,,Polygonum viviparum L.,,,,,,P,D,ES2410059,2023,135,np,203,
7279,P,,Polypodium cambricum L.,,,,,,V,B,ES6310001,2023,135,np,203,
7284,P,,Polystichum aculeatum (L.) Roth,,,,,,V,D,ES4230014,2023,135,np,203,
7286,P,,Polystichum lonchitis (L.) Roth,,,,,,P,D,ES0000057,2023,135,np,203,
7288,P,,Polystichum setiferum (Forssk.) Woynar,,,,,,P,D,ES2410013,2023,135,np,203,
7290,P,,Populus alba L.,,,1.0,1.0,grids10x10,R,D,ES6200028,2023,135,np,203,47.0
7292,P,,Populus nigra L.,,,,,,P,D,ES0000052,2023,135,np,203,
7293,P,,Populus tremula L.,,,,,,P,D,ES0000285,2023,135,np,203,
7303,P,,Posidonia oceanica (L.) Delile,,1.0,,,,,B,ES6110015,2023,135,np,203,
7307,P,,Potamogeton coloratus Hornem.,,,1.0,1.0,area,V,D,ES6140001,2023,135,np,203,9.0
7312,P,,Potamogeton lucens L.,,,,,,P,D,ES4210006,2023,135,np,203,
7315,P,,Potamogeton pectinatus L.,,,,,,P,D,ES0000275,2023,135,np,203,
7316,P,,Potamogeton perfoliatus L.,,,1.0,1.0,grids10x10,V,A,ES4120030,2023,135,np,203,47.0
7317,P,,Potamogeton polygonifolius Pourr.,,,,,,P,D,ES6150021,2023,135,np,203,
7319,P,,Potamogeton pusillus L.,,,,,,P,D,ES6130006,2023,135,np,203,
7327,P,,Potentilla asturica Rothm.,,,,,,P,B,ES4240007,2023,135,np,203,
7331,P,,Potentilla caulescens L.,,,,,,C,D,ES0000266,2023,135,np,203,
7335,P,,Potentilla frigida Vill.,,,,,,P,B,ES0000149,2023,135,np,203,
7336,P,,Potentilla fruticosa L.,,,1.0,1.0,grids10x10,R,"A,D",ES4120088,2023,135,np,203,47.0
7345,P,,Potentilla nevadensis Boiss.,,,,,i,P,"B,D",ES6140004,2023,135,np,203,36.0
7346,P,,Potentilla nivalis L.,,,,,,P,B,ES0000015,2023,135,np,203,
7351,P,,Potentilla pyrenaica DC.,,,,,,P,B,ES0000016,2023,135,np,203,
7354,P,,Potentilla reuteri Boiss.,,,3.0,,localities,P,"A,B,D",ES6110008,2023,135,np,203,35.0
7355,P,,Potentilla rupestris L.,,,,,,P,D,ES0000244,2023,135,np,203,
7359,P,,Prangos trifida (Mill.) Herrnst. & Heyn,,,,,,P,B,ES0000182,2023,135,np,203,
7363,P,,Primula acaulis (L.) L. subsp. acaulis,,,,,,R,D,ES6200017,2023,135,np,203,
7364,P,,Primula acaulis subsp. balearica (Willk.) Greuter & Burdet,,,,,,,B,ES0000073,2023,135,np,203,
7368,P,,Primula elatior subsp. lofthousei (Hesl.-Harr.) W.W. Sm. & H.R. Fletcher,,,,,i,P,"A,B,D",ES6140004,2023,135,np,203,36.0
7369,P,,Primula farinosa L.,,,1.0,1.0,grids10x10,V,D,ES4130003,2023,135,np,203,47.0
7371,P,,Primula integrifolia L.,,,1.0,1.0,grids10x10,V,D,ES4120088,2023,135,np,203,47.0
7379,P,,Quercus rotundifolia Lam.,,,1.0,2.0,grids10x10,C,D,ES0000257,2023,135,np,203,47.0
7381,P,,Quercus lusitanica Lam.,,,200.0,200.0,i,P,D,ES0000051,2023,135,np,203,36.0
7385,P,,Prunus insititia L.,,,1.0,1.0,i,P,D,ES0000035,2023,135,np,203,36.0
7388,P,,Prunus lusitanica L.,,,,,,P,A,ES0000014,2023,135,np,203,
7389,P,,Prunus lusitanica L. subsp. lusitanica,,,1.0,1.0,grids10x10,V,"A,D",ES4130010,2023,135,np,203,47.0
7390,P,,Prunus mahaleb L.,,,2.0,2.0,i,P,D,ES6140006,2023,135,np,203,36.0
7391,P,,Prunus padus L.,,,,,,P,D,ES2120002,2023,135,np,203,
7394,P,,Prunus prostrata Labill.,,,3.0,9.0,grids1x1,,D,ES6200022,2023,135,np,203,22.0
7395,P,,Prunus ramburii Boiss.,,,16.0,,localities,R,"A,B,D",ES6110008,2023,135,np,203,35.0
7397,P,,Prunus spinosa L.,,,,,,P,D,ES4320039,2023,135,np,203,
7400,P,,Pseudomisopates rivas-martinezii (Sánchez Mata) Güemes,,,1.0,1.0,grids10x10,R,"A,B,D",ES4110034,2023,135,np,203,47.0
7412,P,,Psilotum nudum (L.) P. Beauv.,,,540.0,,i,R,D,ES0000049,2023,135,np,203,36.0
7415,P,,Pteranthus dichotomus Forssk.,,,6.0,,localities,V,"A,D",ES6110006,2023,135,np,203,35.0
7418,P,,Pteridium aquilinum (L.) Kuhn,,,,,,P,D,ES6130003,2023,135,np,203,
7422,P,,Pteris incompleta Cav.,,,938.0,,i,R,"A,D",ES0000049,2023,135,np,203,36.0
7424,P,,Pteris vittata L.,,,110.0,110.0,i,,D,ES5233041,2023,135,np,203,36.0
7430,P,,Pterocephalus spathulatus (Lag.) Coult.,,,,,i,R,D,ES6140003,2023,135,np,203,36.0
7432,P,,Genista tridentata L.,,,,,,R,B,ES6310001,2023,135,np,203,
7443,P,,Pulmonaria longifolia (Bastard) Boreau,,,,,,R,D,ES4230013,2023,135,np,203,
7450,P,,Pulsatilla rubra Delarbre,,,1.0,1.0,grids10x10,R,D,ES4170140,2023,135,np,203,47.0
7455,P,,Putoria calabrica (L. f.) DC.,,,,,,V,D,ES6320002,2023,135,np,203,
7468,P,,Pyrola minor L.,,,,,,P,D,ES2110018,2023,135,np,203,
7469,P,,Pyrola rotundifolia L.,,,,,,P,D,ES0000057,2023,135,np,203,
7471,P,,Pyrus bourgaeana Decne.,,,,,,C,D,ES0000090,2023,135,np,203,
7476,P,,Quercus canariensis Willd.,,,15.0,15.0,i,P,D,ES0000051,2023,135,np,203,36.0
7478,P,,Quercus coccifera L.,,,,,,C,D,ES0000173,2023,135,np,203,
7479,P,,Quercus faginea Lam.,,,2.0,20.0,grids1x1,,D,ES6200039,2023,135,np,203,22.0
7480,P,,Quercus faginea Lam. subsp. faginea,,,5.0,5.0,grids1x1,R,D,ES6200045,2023,135,np,203,22.0
7483,P,,Quercus ilex L.,,,,,,P,D,ES0000319,2023,135,np,203,
7487,P,,Ramonda myconi (L.) Rchb.,,,,,,P,B,ES0000015,2023,135,np,203,
7490,P,,Ranunculus abnormis Cutanda & Willk.,,,,,,P,D,ES0000057,2023,135,np,203,
7491,P,,Ranunculus acetosellifolius Boiss.,,,,,i,P,"B,D",ES6140004,2023,135,np,203,36.0
7492,P,,Ranunculus aconitifolius L.,,,,,,P,D,ES2110009,2023,135,np,203,
7498,P,,Ranunculus amplexicaulis L.,,,,,,P,"A,D",ES2110009,2023,135,np,203,
7499,P,,Ranunculus angustifolius DC.,,,,,i,P,"A,B,D",ES6140004,2023,135,np,203,36.0
7500,P,,Ranunculus aquatilis L.,,,,,,P,A,ES0000327,2023,135,np,203,
7502,P,,Ranunculus barceloi Grau,,,,,,,B,ES0000084,2023,135,np,203,
7519,P,,Ranunculus glacialis L.,,,,,i,P,D,ES6140004,2023,135,np,203,36.0
7520,P,,Ranunculus gouanii Willd.,,,,,,P,B,ES2410014,2023,135,np,203,
7522,P,,Ranunculus granatensis Boiss.,,,2.0,2.0,grids10x10,R,D,ES4150107,2023,135,np,203,47.0
7533,P,,Ranunculus montserratii Grau,,,1.0,1.0,grids10x10,R,"A,B,D",ES4170119,2023,135,np,203,47.0
7537,P,,Ranunculus ollissiponensis Pers.,,,,,,V,"B,D",ES0000125,2023,135,np,203,
7547,P,,Ranunculus cabrerensis Rothm. subsp. cabrerensis,,,1.0,1.0,grids10x10,R,"B,D",ES4130003,2023,135,np,203,47.0
7551,P,,Ranunculus peltatus Schrank,,,,,,P,D,ES0000275,2023,135,np,203,
7552,P,,Ranunculus peltatus Schrank subsp. peltatus,,,,,,,D,ES0000145,2023,135,np,203,
7559,P,,Ranunculus pyrenaeus L.,,,,,,P,B,ES0000016,2023,135,np,203,
7561,P,,Ranunculus ruscinonensis Landolt,,,,,,P,B,ES0000149,2023,135,np,203,
7564,P,,Ranunculus seguieri Vill.,,,2.0,2.0,grids10x10,R,"A,D",ES4130035,2023,135,np,203,47.0
7569,P,,Ranunculus trichophyllus Chaix,,,,,,P,D,ES6170015,2023,135,np,203,
7575,P,,Ranunculus valdesii Grau,,,2.0,2.0,grids10x10,R,"A,D",ES4160019,2023,135,np,203,47.0
7576,P,,Ranunculus weyleri,,,,,,V,,ES0000227,2023,135,p,201,
7590,P,,Reseda complicata Bory,,,,,i,P,"A,B,D",ES6140004,2023,135,np,203,36.0
7591,P,,Reseda glauca L.,,,,,,P,B,ES2410054,2023,135,np,203,
7613,P,,Rubus saxatilis L.,,,,,,P,D,ES4240007,2023,135,np,203,
7614,P,,Rubus ulmifolius Schott,,,,,,P,D,ES0000052,2023,135,np,203,
7615,P,,Rosa arvensis Huds.,,,,,,R,D,ES0000164,2023,135,np,203,
7619,P,,Rosa canina L.,,,,,,P,D,ES0000052,2023,135,np,203,
7638,P,,Rosa sicula Tratt.,,,1.0,1.0,grids1x1,,D,ES0000262,2023,135,np,203,22.0
7641,P,,Rosa tomentosa Sm.,,,,,,R,D,ES0000164,2023,135,np,203,
7642,P,,Rosa villosa L.,,,,,,P,D,ES0000057,2023,135,np,203,
7645,P,,Rosmarinus eriocalix Jord. & Fourr.,,,9.0,,localities,R,"A,D",ES6110005,2023,135,np,203,35.0
7647,P,,Rosmarinus officinalis L.,,,,,,P,D,ES0000052,2023,135,np,203,
7648,P,,Rosmarinus tomentosus Hub.-Mor. & Maire,,,100.0,200.0,i,R,"A,B,D,IV",ES6170007,2023,135,np,203,36.0
7648,P,1686,Rosmarinus tomentosus,,,516.0,516.0,i,R,"A,B,D,IV",ES6170002,2023,135,np,203,36.0
7655,P,,Reseda lanceolata Lag.,,,,,,P,D,ES0000276,2023,135,np,203,
7658,P,,Reseda lutea L.,,,,,,P,D,ES0000398,2023,135,np,203,
7680,P,,Retama sphaerocarpa (L.) Boiss.,,,,,,P,D,ES0000273,2023,135,np,203,
7684,P,,Rhamnus alaternus L.,,,1.0,1.0,grids1x1,,D,ES6200007,2023,135,np,203,22.0
7687,P,,Rhamnus alpina L.,,,200.0,200.0,i,R,D,ES6110003,2023,135,np,203,36.0
7688,P,,Rhamnus alpina L. subsp. alpina,,,2.0,2.0,i,V,D,ES6140003,2023,135,np,203,36.0
7689,P,,Rhamnus cathartica L.,,,,,i,P,D,ES6140004,2023,135,np,203,36.0
7693,P,,Rumex cristatus DC.,,,,,,P,D,ES0000398,2023,135,np,203,
7702,P,,Satureja montana L. subsp. montana,,,,,,P,D,ES2110018,2023,135,np,203,
7706,P,,Saxifraga aizoides L.,,,,,,P,B,ES2410059,2023,135,np,203,
7708,P,,Saxifraga aquatica Lapeyr.,,,,,,P,B,ES0000149,2023,135,np,203,
7709,P,,Saxifraga aretioides Lapeyr.,,,,,,P,B,ES0000016,2023,135,np,203,
7712,P,,Saxifraga biternata Boiss.,,,5500.0,7000.0,i,C,"A,B,D",ES0000032,2023,135,np,203,36.0
7716,P,,Rumex palustris Sm.,,,,,,P,D,ES6130001,2023,135,np,203,
7717,P,,Rumex papillaris Boiss. & Reut.,,,,,,P,B,ES0000057,2023,135,np,203,
7722,P,,Rumex roseus L.,,,331.0,331.0,i,,D,ES5212010,2023,135,np,203,36.0
7723,P,,Rumex rupestris,,,13.0,13.0,i,,,ES0000001,2023,135,p,201,36.0
7723,P,1441,Rumex rupestris,,,1.0,1.0,i,,,ES0000254,2023,135,p,201,36.0
7726,P,,Rumex suffruticosus Willk.,,,,,,R,"B,D",ES0000164,2023,135,np,203,
7729,P,,Rhamnus ludovici-salvatoris Chodat,,,,,,,B,ES0000083,2023,135,np,203,
7730,P,,Rhamnus lycioides L.,,,2.0,2.0,grids10x10,C,D,ES6200028,2023,135,np,203,47.0
7754,P,,Leuzea centauroides (L.) Holub,,,,,,P,B,ES2410011,2023,135,np,203,
7756,P,1813,Leuzea rhaponticoides,,,3.0,4.0,grids10x10,R,"D,V",ES4110002,2023,135,np,203,47.0
7774,P,,Rhus coriaria L.,,,,,,P,D,ES0000299,2023,135,np,203,
7777,P,,Rhynchospora alba (L.) Vahl,,,1.0,1.0,grids10x10,R,D,ES4170135,2023,135,np,203,47.0
7778,P,,Rhynchospora fusca (L.) W.T. Aiton,,,,,,R,D,ES2110019,2023,135,np,203,
7779,P,,Rhynchospora modesti-lucennoi Castrov.,,,1950.0,,i,R,D,ES0000049,2023,135,np,203,36.0
7781,P,,Ribes alpinum L.,,,1.0,1.0,i,V,D,ES6140005,2023,135,np,203,36.0
7784,P,,Ribes petraeum Wulfen,,,,,,V,D,ES0000067,2023,135,np,203,
7787,P,,Ribes uva-crispa L.,,,2.0,2.0,tufts,V,D,ES6140001,2023,135,np,203,41.0
7803,P,,Romulea assumptionis Garcias Font,,,,,,P,D,ES0000236,2023,135,np,203,
7805,P,,Romulea ramiflora Ten.,,,,,,P,D,ES0000264,2023,135,np,203,
7807,P,,Rorippa amphibia (L.) Besser,,,1.0,1.0,grids10x10,V,A,ES4120072,2023,135,np,203,47.0
7816,P,,Rorippa valdes-bermejoi (Castrov.) Mart.-Laborde & Castrov.,,,,,,V,"A,B,D",ES0000024,2023,135,np,203,
7823,P,,Rubia caespitosa (Font Quer & Marcos) Rosselló,,,350.0,400.0,i,,B,ES0000083,2023,135,np,203,36.0
7838,P,,Rumex aquitanicus Rech. f.,,,,,,P,B,ES2410003,2023,135,np,203,
7846,P,,Rupicapnos africana (Lam.) Pomel,,,,,,R,B,ES6310001,2023,135,np,203,
7847,P,,Rupicapnos africana subsp. decipiens (Pugsley) Jahand. & Maire,,,400.0,500.0,i,R,"A,D",ES6120013,2023,135,np,203,36.0
7850,P,,Ruppia drepanensis Guss.,,,,,,P,D,ES0000033,2023,135,np,203,
7852,P,,Ruppia maritima L.,,,,,area,P,D,ES6160011,2023,135,np,203,9.0
7854,P,,Ruscus aculeatus L.,,,,,tufts,V,"D,V",ES6140002,2023,135,np,203,41.0
7854,P,1849,Ruscus aculeatus,,,-1.0,,i,,"D,V",ES0000180,2023,135,np,203,36.0
7877,P,,Salicornia dolichostachya Moss,,,,,,C,D,ES0000144,2023,135,np,203,
7878,P,,Salicornia emerici Duval-Jouve,,,,,,C,D,ES0000144,2023,135,np,203,
7880,P,,Salicornia ramosissima (Hook. f.) E.S. Marshall,,,,,,P,D,ES0000025,2023,135,np,203,
7881,P,,Salix alba L.,,,,,,P,D,ES0000138,2023,135,np,203,
7883,P,,Salix atrocinerea Brot.,,,1.0,21.0,grids1x1,,D,ES6200022,2023,135,np,203,22.0
7884,P,,Salix aurita L.,,,1.0,1.0,grids10x10,R,D,ES4120088,2023,135,np,203,47.0
7888,P,,Salix caprea L.,,,,,i,P,D,ES6140004,2023,135,np,203,36.0
7890,P,,Salix daphnoides Vill.,,,,,,V,A,ES0000149,2023,135,np,203,
7893,P,,Salix fragilis L.,,,,,,P,D,ES0000052,2023,135,np,203,
7894,P,,Salix hastata L.,,,1.0,1.0,grids1x1,V,"A,D",ES0000003,2023,135,np,203,22.0
7898,P,,Salix pedicellata Desf.,,,2.0,2.0,grids1x1,R,D,ES6200045,2023,135,np,203,22.0
7900,P,,Salix purpurea L.,,,,,,P,D,ES0000138,2023,135,np,203,
7901,P,,Salix pyrenaica Gouan,,,,,,P,B,ES0000016,2023,135,np,203,
7902,P,,Salix repens L.,,,1.0,1.0,grids10x10,V,D,ES4120025,2023,135,np,203,47.0
7905,P,,Salix salviifolia Brot.,,,,,,P,D,ES1200051,2023,135,np,203,
7907,P,,Salix triandra L.,,,,,,P,D,ES0000284,2023,135,np,203,
7912,P,,Salsola kali L.,,,,,,P,D,ES0000138,2023,135,np,203,
7915,P,,Salsola papillosa Willk.,,,1.0,1.0,grids1x1,,"A,B,D",ES6200007,2023,135,np,203,22.0
7916,P,,Salsola soda L.,,,1.0,1.0,grids10x10,C,"A,D",ES4190146,2023,135,np,203,47.0
7917,P,,Salsola vermiculata L.,,,,,,P,B,ES2430086,2023,135,np,203,
7920,P,,Salvia argentea L.,,,1.0,1.0,grids1x1,V,D,ES6200045,2023,135,np,203,22.0
7922,P,,Salvia candelabrum Boiss.,,,500.0,,i,V,"A,D",ES6110008,2023,135,np,203,36.0
7934,P,,Salvia phlomoides Asso,,,1.0,1.0,grids10x10,V,"B,D",ES4170057,2023,135,np,203,47.0
7936,P,,Salvia phlomoides subsp. boissieri (De Noé) Rosúa & Blanca,,,,,,R,B,ES6200017,2023,135,np,203,
7950,P,,Sambucus nigra L.,,,2.0,14.0,grids1x1,,D,ES6200039,2023,135,np,203,22.0
7952,P,,Sambucus racemosa L.,,,2.0,2.0,grids10x10,R,D,ES4170119,2023,135,np,203,47.0
7955,P,,Sanguisorba ancistroides (Desf.) Ces.,,,1.0,3.0,grids10x10,C,"A,D",ES0000257,2023,135,np,203,47.0
7962,P,,Sanguisorba officinalis L.,,,,,,P,D,ES0000035,2023,135,np,203,
7965,P,,Sanicula europaea L.,,,25.0,50.0,i,V,D,ES0000035,2023,135,np,203,36.0
7970,P,,Saponaria caespitosa DC.,,,1.0,1.0,grids1x1,V,"B,D",ES4130003,2023,135,np,203,22.0
7976,P,,Sarcocapnos baetica (Boiss. & Reut.) Nyman,,,3000.0,4000.0,i,P,"A,D",ES6170006,2023,135,np,203,36.0
7980,P,,Sarcocapnos crassifolia subsp. speciosa (Boiss.) Rouy,,,,,,P,"A,B",ES6140007,2023,135,np,203,
7982,P,,Sarcocapnos enneaphylla (L.) DC.,,,,,,P,B,ES2410026,2023,135,np,203,
7985,P,,Sarcocornia perennis (Mill.) A.J.Scott,,,,,,P,D,ES0000275,2023,135,np,203,
7993,P,,Satureja montana L.,,,,,,P,D,ES2410018,2023,135,np,203,
7995,P,,Saxifraga camposii Boiss. & Reut.,,,,,,P,D,ES0000032,2023,135,np,203,
7997,P,,Saxifraga camposii subsp. leptophylla (Willk.) D.A. Webb,,,,,,R,B,ES0000266,2023,135,np,203,
8003,P,,Saxifraga clusii Gouan,,,,,,P,D,ES2120013,2023,135,np,203,
8006,P,,Saxifraga corsica subsp. cossoniana (Boiss. & Reut.) D.A. Webb,,,1.0,8.0,grids1x1,R,"B,D",ES6200026,2023,135,np,203,22.0
8007,P,,Saxifraga cotyledon L.,,,,,,V,A,ES0000149,2023,135,np,203,
8008,P,,Saxifraga cuneata Willd.,,,,,,P,B,ES2410001,2023,135,np,203,
8013,P,,Saxifraga fragilis Schrank,,,,,,P,B,ES0000277,2023,135,np,203,
8015,P,,Saxifraga fragilis subsp. paniculata (Pau) Muñoz Garm. & P. Vargas,,,,,,P,"B,D",ES0000165,2023,135,np,203,
8017,P,,Saxifraga gemmulosa Boiss.,,,50.0,100.0,i,P,"A,B,D",ES6170004,2023,135,np,203,36.0
