CUADRICULA,CCAA,Provincia
30TVQ09,,
30TUQ89,,
30TVQ08,,
30TUQ98,,
30TVQ18,,
30TUQ88,,
30TUQ87,,
30TVQ17,,
30TUQ97,,
30TVQ07,,
30TVQ06,,
30TUQ96,,
30TUQ86,,
30TVQ16,,
30TVQ15,,
30TUQ95,,
30TVQ05,,
30TUQ85,,
30TVQ14,,
30TUQ94,,
30TVQ04,,
30TUQ84,,
30TVQ03,,
30TUQ83,,
30TVQ13,,
30TUQ93,,
30TVQ02,,
30TVQ12,,
30TUQ82,,
30TUQ92,,
30TUQ81,,
30TVQ01,,
30TVQ11,,
30TUQ91,,
30TUQ90,,
30TVQ10,,
30TUQ80,,
30TVQ00,,
30TUP89,,
30TUP99,,
30TVP09,,
30TVP19,,
30TUP98,,
30TVP18,,
30TUP88,,
30TVP08,,
30TVP07,,
30TUP97,,
30TUP87,,
30TVP17,,
30TUP86,,
30TVP16,,
30TVP06,,
30TUP96,,
30TVP05,,
30TUP85,,
30TUP95,,
30TVP15,,
30TVP04,,
30TVP14,,
30TUP94,,
30TUP93,,
30TVP03,,
30TVP13,,
30TVP12,,
30TVP02,,
30TVP01,,
30TVP11,Cantabria,Cantabria
30TVR21,,
30TVR20,,
30TVQ29,,
30TVQ28,,
30TVQ27,,
30TVQ26,,
30TVQ25,,
30TVQ24,,
30TVQ23,,
30TVQ22,,
30TVQ21,,
30TVQ20,,
30TVP29,,
30TVP28,,
30TVP27,,
30TVP26,,
30TVP25,,
30TVP24,,
30TVP23,,
30TVP22,,
30TVP21,Cantabria,Cantabria
30TVR31,,
30TVR30,,
30TVQ39,,
30TVQ38,,
30TVQ37,,
30TVQ36,,
30TVQ35,,
30TVQ34,,
30TVQ33,,
30TVQ32,,
30TVQ31,,
30TVQ30,,
30TVP39,,
30TVP38,,
30TVP37,,
30TVP36,,
30TVP35,,
30TVP34,,
30TVP33,,
30TVP32,,
30TVP31,Cantabria,Cantabria
30TVR41,,
30TVR40,,
30TVQ49,,
30TVQ48,,
30TVQ47,,
30TVQ46,,
30TVQ45,,
30TVQ44,,
30TVQ43,,
30TVQ42,,
30TVQ41,,
30TVQ40,,
30TVP49,,
30TVP48,,
30TVP47,,
30TVP46,,
30TVP45,,
30TVP44,,
30TVP43,,
30TVP42,,
30TVP41,Cantabria,Cantabria
30TVR50,,
30TVQ59,,
30TVQ58,,
30TVQ57,,
30TVQ56,,
30TVQ55,,
30TVQ54,,
30TVQ53,,
30TVQ52,,
30TVQ51,,
30TVQ50,,
30TVP59,,
30TVP58,,
30TVP57,,
30TVP56,,
30TVP55,,
30TVP54,,
30TVP53,,
30TVP52,,
30TVP51,Cantabria,Cantabria
30TVQ69,,
30TVQ68,,
30TVQ78,,
30TVQ67,,
30TVQ77,,
30TVQ66,,
30TVQ76,,
30TVQ75,,
30TVQ65,,
30TVQ74,,
30TVQ64,,
30TVQ73,,
30TVQ63,,
30TVQ62,,
30TVQ72,,
30TVQ61,,
30TVQ71,,
30TVQ60,,
30TVQ70,,
30TVP69,,
30TVP79,,
30TVP68,,
30TVP78,,
30TVP77,,
30TVP67,,
30TVP66,,
30TVP76,,
30TVP65,,
30TVP75,,
30TVP64,,
30TVP74,,
30TVP73,,
30TVP63,,
30TVP72,,
30TVP62,,
30TVP61,Cantabria,Cantabria
30TVP71,,
30TVQ87,,
30TVQ96,,
30TVQ86,,
30TVQ85,,
30TVQ95,,
30TWQ05,,
30TVQ94,,
30TWQ04,,
30TVQ84,,
30TVQ83,,
30TWQ03,,
30TVQ93,,
30TVQ82,,
30TVQ92,,
30TWQ02,,
30TVQ91,,
30TVQ81,,
30TWQ01,,
30TVQ80,,
30TVQ90,,
30TWQ00,,
30TVP89,,
30TVP99,,
30TWP09,,
30TWP08,,
30TVP98,,
30TVP88,,
30TVP97,,
30TWP07,,
30TVP87,,
30TVP96,,
30TWP06,,
30TVP86,,
30TVP85,,
30TWP05,,
30TVP95,,
30TVP84,,
30TWP04,,
30TVP94,,
30TWP03,,
30TVP93,,
30TVP83,,
30TWP02,,
30TVP92,,
30TWP01,,
30TVP91,,
30TWQ14,,
30TWQ13,,
30TWQ12,,
30TWQ11,,
30TWQ10,,
30TWP19,,
30TWP18,,
30TWP17,,
30TWP16,,
30TWP15,,
30TWP14,,
30TWP13,,
30TWP12,,
30TWP11,País Vasco/Euskadi,Bizkaia
30TWQ23,,
30TWQ22,,
30TWQ31,,
30TWQ21,,
30TWQ20,,
30TWQ40,,
30TWQ30,,
30TWP29,,
30TWP49,,
30TWP39,,
30TWP38,,
30TWP58,,
30TWP28,,
30TWP48,,
30TWP47,,
30TWP37,,
30TWP57,,
30TWP27,,
30TWP36,,
30TWP46,,
30TWP56,,
30TWP26,,
30TWP55,,
30TWP25,,
30TWP35,,
30TWP45,,
30TWP24,,
30TWP34,,
30TWP44,,
30TWP33,,
30TWP43,,
30TWP23,,
30TWP32,,
30TWP22,,
30TWP31,,
30TWP21,País Vasco/Euskadi,Bizkaia
29TPJ10,Galicia,Lugo
29TPJ20,Galicia,Lugo
29TPJ30,Galicia,Lugo
29TMJ72,,
29TMJ81,,
29TMJ90,,
29TMH99,,
29TNH09,Galicia,A Coruña
29TPJ40,Galicia,Lugo
29TPJ40,Galicia,Asturias
29TPJ40,Principado de Asturias,Lugo
29TPJ40,Principado de Asturias,Asturias
29TNH19,Galicia,A Coruña
29TPJ50,Galicia,Lugo
29TPJ50,Galicia,Asturias
29TPJ50,Principado de Asturias,Lugo
29TPJ50,Principado de Asturias,Asturias
29TNH29,Galicia,A Coruña
29TPJ60,Principado de Asturias,Asturias
29TNH39,Galicia,A Coruña
29TPJ70,Principado de Asturias,Asturias
29TNH49,Galicia,A Coruña
29TPJ80,Principado de Asturias,Asturias
29TNH59,Galicia,A Coruña
29TPJ90,Principado de Asturias,Asturias
29TNH69,Galicia,A Coruña
29TQJ00,Principado de Asturias,Asturias
29TNH79,Galicia,A Coruña
29TQJ10,Principado de Asturias,Asturias
29TNH89,Galicia,Lugo
29TNH89,Galicia,A Coruña
29TQJ20,Principado de Asturias,Asturias
29TNH99,Galicia,Lugo
29TNH99,Galicia,A Coruña
29TQJ30,Principado de Asturias,Asturias
29TPH09,Galicia,Lugo
29TQJ40,Principado de Asturias,Asturias
30TTP50,Principado de Asturias,Asturias
30TTP60,Principado de Asturias,Asturias
30TTP70,Principado de Asturias,Asturias
30TTP80,Principado de Asturias,Asturias
30TTP90,Principado de Asturias,Asturias
30TUP00,Principado de Asturias,Asturias
30TUP10,Principado de Asturias,Asturias
30TUP20,Principado de Asturias,Asturias
30TUP30,Principado de Asturias,Asturias
30TUP40,Principado de Asturias,Asturias
30TUP50,Principado de Asturias,Asturias
30TUP60,Principado de Asturias,Asturias
30TUP72,,
30TUP71,,
30TUP70,Cantabria,Cantabria
30TUP70,Cantabria,Asturias
30TUP70,Principado de Asturias,Cantabria
30TUP70,Principado de Asturias,Asturias
30TUP84,,
30TUP83,,
30TUP82,,
30TUP81,,
30TUP80,Cantabria,Cantabria
30TUP92,,
30TUP91,,
30TUP90,Cantabria,Cantabria
30TVP00,Cantabria,Cantabria
30TVP10,Cantabria,Cantabria
30TVP20,Cantabria,Cantabria
30TVP30,Cantabria,Cantabria
30TVP40,Cantabria,Cantabria
30TVP50,Cantabria,Cantabria
30TVP60,Cantabria,Cantabria
30TVP70,Cantabria,Cantabria
30TVP82,,
30TVP81,,
30TVP80,País Vasco/Euskadi,Cantabria
30TVP80,País Vasco/Euskadi,Bizkaia
30TVP80,Cantabria,Cantabria
30TVP80,Cantabria,Bizkaia
30TVP90,País Vasco/Euskadi,Bizkaia
30TWP00,País Vasco/Euskadi,Bizkaia
30TWP10,País Vasco/Euskadi,Bizkaia
30TWP20,País Vasco/Euskadi,Bizkaia
30TWP30,País Vasco/Euskadi,Bizkaia
30TWP54,,
30TWP53,,
30TWP52,,
30TWP42,,
30TWP51,,
30TWP41,,
30TWP40,País Vasco/Euskadi,Bizkaia
30TWP50,,
30TWP66,,
30TWP65,,
30TWP75,,
30TWP74,,
30TWP64,,
30TWP84,,
30TWP63,,
30TWP83,,
30TWP73,,
30TWP62,,
30TWP82,,
30TWP72,,
30TWP81,,
30TWP71,,
30TWP70,,
30TWP80,,
30TWP93,,
30TWP92,,
30TWP91,,
30TWP90,País Vasco/Euskadi,Gipuzkoa
29TPH19,Galicia,Lugo
29TKL89,,
29TKL99,,
29TKL68,,
29TKL78,,
29TKL88,,
29TKL98,,
28TGR27,,
28TGR37,,
29TKL67,,
29TKL77,,
29TKL87,,
29TKL97,,
29TLL07,,
28TGR16,,
28TGR26,,
28TGR36,,
29TKL66,,
29TKL76,,
29TKL86,,
29TKL96,,
29TLL06,,
29TLL16,,
28TGR05,,
28TGR15,,
28TGR25,,
28TGR35,,
29TKL65,,
29TKL75,,
29TKL85,,
29TKL95,,
29TLL05,,
29TLL15,,
28TFR94,,
28TGR04,,
28TGR14,,
28TGR24,,
28TGR34,,
29TKL64,,
29TKL74,,
29TKL84,,
29TKL94,,
29TLL04,,
28TFR93,,
29TLL14,,
29TLL24,,
28TGR03,,
28TGR13,,
28TGR23,,
28TGR33,,
29TKL63,,
29TKL73,,
29TKL83,,
29TKL93,,
29TLL03,,
29TLL13,,
29TLL23,,
28TGR02,,
29TLL33,,
28TGR12,,
28TGR22,,
28TGR32,,
29TKL62,,
29TKL72,,
29TKL82,,
29TKL92,,
29TLL02,,
29TLL12,,
29TLL22,,
29TLL32,,
28TGR11,,
28TGR21,,
28TGR31,,
29TKL61,,
29TKL71,,
29TKL81,,
29TKL91,,
29TLL01,,
29TLL11,,
29TLL21,,
29TLL31,,
29TLL41,,
28TGR30,,
29TKL60,,
29TKL70,,
29TKL80,,
29TKL90,,
29TLL00,,
29TLL10,,
29TLL20,,
29TLL30,,
29TLL40,,
29TLL50,,
29TKK69,,
29TKK79,,
29TKK89,,
29TKK99,,
29TLK09,,
29TLK19,,
29TLK29,,
29TLK39,,
29TLK49,,
29TLK59,,
29TKK78,,
29TKK88,,
29TKK98,,
29TLK08,,
29TLK18,,
29TLK28,,
29TLK38,,
29TLK48,,
29TLK58,,
29TLK68,,
29TKK87,,
29TKK97,,
29TLK07,,
29TLK17,,
29TLK27,,
29TLK37,,
29TLK47,,
29TLK57,,
29TLK67,,
29TLK77,,
29TKK96,,
29TLK06,,
29TLK16,,
29TLK26,,
29TLK36,,
29TLK46,,
29TLK56,,
29TLK66,,
29TLK76,,
29TLK05,,
29TLK15,,
29TLK25,,
29TLK35,,
29TLK45,,
29TLK55,,
29TLK65,,
29TLK75,,
29TLK85,,
29TLK14,,
29TLK24,,
29TLK34,,
29TLK44,,
29TLK54,,
29TLK64,,
29TLK74,,
29TLK84,,
29TLK94,,
29TLK23,,
29TLK33,,
29TLK43,,
29TLK53,,
29TLK63,,
29TLK73,,
29TLK83,,
29TLK93,,
29TLK32,,
29TLK42,,
29TLK52,,
29TLK62,,
29TLK72,,
29TLK82,,
29TLK92,,
29TMK02,,
29TLK41,,
29TLK51,,
29TLK61,,
29TLK71,,
29TLK81,,
29TLK91,,
29TMK01,,
29TMK11,,
29TLK50,,
29TLK60,,
29TLK70,,
29TLK80,,
29TLK90,,
29TMK00,,
29TMK10,,
29TLJ69,,
29TLJ79,,
29TLJ89,,
29TLJ99,,
29TMJ09,,
29TMJ19,,
29TMJ29,,
29TLJ78,,
29TLJ88,,
29TLJ98,,
29TMJ08,,
29TMJ18,,
29TMJ28,,
29TMJ38,,
29TLJ87,,
29TLJ97,,
29TMJ07,,
29TMJ17,,
29TMJ27,,
29TMJ37,,
29TLJ96,,
29TMJ06,,
29TMJ16,,
29TMJ26,,
29TMJ36,,
29TMJ46,,
29TMJ05,,
29TMJ15,,
29TMJ25,,
29TMJ35,,
29TMJ45,,
29TMJ55,,
29TMJ14,,
29TMJ24,,
29TMJ34,,
29TMJ44,,
29TMJ54,,
29TMJ23,,
29TMJ33,,
29TMJ43,,
29TMJ53,,
29TMJ63,,
29TMJ32,,
29TMJ42,,
29TMJ52,,
29TMJ62,,
29TMJ41,,
29TMJ51,,
29TMJ61,,
29TMJ71,,
29TMJ50,,
29TMJ60,,
29TMJ70,,
29TMJ80,,
29TMH69,,
29TMH79,,
29TMH89,,
29TMH78,,
29TMH88,Galicia,A Coruña
29TPH29,Galicia,Lugo
29TMH98,Galicia,A Coruña
29TPH39,Galicia,Lugo
29TNH08,Galicia,A Coruña
29TPH49,Galicia,Lugo
29TNH18,Galicia,A Coruña
29TPH59,Galicia,Lugo
29TPH59,Galicia,Asturias
29TPH59,Principado de Asturias,Lugo
29TPH59,Principado de Asturias,Asturias
29TNH28,Galicia,A Coruña
29TPH69,Principado de Asturias,Asturias
29TNH38,Galicia,A Coruña
29TPH79,Principado de Asturias,Asturias
29TNH48,Galicia,A Coruña
29TPH89,Principado de Asturias,Asturias
29TNH58,Galicia,A Coruña
29TPH99,Principado de Asturias,Asturias
29TNH68,Galicia,A Coruña
29TQH09,Principado de Asturias,Asturias
29TNH78,Galicia,A Coruña
29TQH19,Principado de Asturias,Asturias
29TNH88,Galicia,Lugo
29TNH88,Galicia,A Coruña
29TQH29,Principado de Asturias,Asturias
29TNH98,Galicia,Lugo
29TQH39,Principado de Asturias,Asturias
29TPH08,Galicia,Lugo
29TQH49,Principado de Asturias,Asturias
30TTN59,Principado de Asturias,Asturias
30TTN69,Principado de Asturias,Asturias
30TTN79,Principado de Asturias,Asturias
30TTN89,Principado de Asturias,Asturias
30TTN99,Principado de Asturias,Asturias
30TUN09,Principado de Asturias,Asturias
30TUN19,Principado de Asturias,Asturias
30TUN29,Principado de Asturias,Asturias
30TUN39,Principado de Asturias,Asturias
30TUN49,Principado de Asturias,Asturias
30TUN59,Cantabria,Cantabria
30TUN59,Cantabria,Asturias
30TUN59,Principado de Asturias,Cantabria
30TUN59,Principado de Asturias,Asturias
30TUN69,Cantabria,Cantabria
30TUN69,Cantabria,Asturias
30TUN69,Principado de Asturias,Cantabria
30TUN69,Principado de Asturias,Asturias
30TUN79,Cantabria,Cantabria
30TUN79,Cantabria,Asturias
30TUN79,Principado de Asturias,Cantabria
30TUN79,Principado de Asturias,Asturias
30TUN89,Cantabria,Cantabria
30TUN99,Cantabria,Cantabria
30TVN09,Cantabria,Cantabria
30TVN19,Cantabria,Cantabria
30TVN29,Cantabria,Cantabria
30TVN39,Cantabria,Cantabria
30TVN49,Cantabria,Cantabria
30TVN59,Cantabria,Cantabria
30TVN69,País Vasco/Euskadi,Cantabria
30TVN69,País Vasco/Euskadi,Bizkaia
30TVN69,Cantabria,Cantabria
30TVN69,Cantabria,Bizkaia
30TVN79,País Vasco/Euskadi,Cantabria
30TVN79,País Vasco/Euskadi,Bizkaia
30TVN79,Cantabria,Cantabria
30TVN79,Cantabria,Bizkaia
30TVN89,País Vasco/Euskadi,Cantabria
30TVN89,País Vasco/Euskadi,Bizkaia
30TVN89,Cantabria,Cantabria
30TVN89,Cantabria,Bizkaia
30TVN99,País Vasco/Euskadi,Bizkaia
30TWN09,País Vasco/Euskadi,Bizkaia
30TWN19,País Vasco/Euskadi,Bizkaia
30TWN29,País Vasco/Euskadi,Bizkaia
30TWN39,País Vasco/Euskadi,Bizkaia
30TWN49,País Vasco/Euskadi,Gipuzkoa
30TWN49,País Vasco/Euskadi,Bizkaia
30TWN59,País Vasco/Euskadi,Gipuzkoa
30TWP61,,
30TWP60,,
30TWN69,País Vasco/Euskadi,Gipuzkoa
30TWN79,País Vasco/Euskadi,Gipuzkoa
30TWN89,País Vasco/Euskadi,Gipuzkoa
30TWN99,Comunidad Foral de Navarra,Navarra
30TWN99,Comunidad Foral de Navarra,Gipuzkoa
30TWN99,País Vasco/Euskadi,Navarra
30TWN99,País Vasco/Euskadi,Gipuzkoa
30TXN09,Comunidad Foral de Navarra,Navarra
30TXN09,Comunidad Foral de Navarra,Gipuzkoa
30TXN09,País Vasco/Euskadi,Navarra
30TXN09,País Vasco/Euskadi,Gipuzkoa
30TXN19,Comunidad Foral de Navarra,Navarra
30TXN29,Comunidad Foral de Navarra,Navarra
30TXN39,Comunidad Foral de Navarra,Navarra
28TFR83,,
28TFR72,,
28TFR82,,
28TFR92,,
28TFR71,,
28TFR81,,
28TFR91,,
28TGR01,,
28TFR60,,
28TFR70,,
28TFR80,,
28TFR90,,
28TGR00,,
28TGR10,,
28TFQ59,,
28TGR20,,
28TFQ69,,
28TFQ79,,
28TFQ89,,
28TFQ99,,
28TGQ09,,
28TGQ19,,
28TFQ58,,
28TGQ29,,
28TFQ68,,
28TGQ39,,
28TFQ78,,
28TFQ88,,
28TFQ98,,
28TGQ08,,
28TFQ47,,
28TGQ18,,
28TFQ57,,
28TGQ28,,
28TFQ67,,
28TGQ38,,
29TKK68,,
28TFQ77,,
28TFQ87,,
28TFQ97,,
28TGQ07,,
28TFQ46,,
28TGQ17,,
28TFQ56,,
28TGQ27,,
28TFQ66,,
28TGQ37,,
29TKK67,,
28TFQ76,,
29TKK77,,
28TFQ86,,
28TFQ96,,
28TFQ35,,
28TGQ06,,
28TFQ45,,
28TGQ16,,
28TFQ55,,
28TGQ26,,
28TFQ65,,
28TGQ36,,
28TFQ75,,
29TKK66,,
29TKK76,,
29TKK86,,
28TFQ85,,
28TFQ95,,
28TFQ34,,
28TGQ05,,
28TFQ44,,
28TGQ15,,
28TFQ54,,
28TGQ25,,
28TFQ64,,
28TGQ35,,
28TFQ74,,
29TKK65,,
29TKK75,,
29TKK85,,
28TFQ84,,
29TKK95,,
28TFQ23,,
28TFQ94,,
28TFQ33,,
28TGQ04,,
28TFQ43,,
28TGQ14,,
28TFQ53,,
28TGQ24,,
28TFQ63,,
28TGQ34,,
28TFQ73,,
29TKK64,,
29TKK74,,
29TKK84,,
28TFQ83,,
29TKK94,,
28TFQ22,,
29TLK04,,
28TFQ93,,
28TFQ32,,
28TGQ03,,
28TFQ42,,
28TGQ13,,
28TFQ52,,
28TGQ23,,
28TFQ62,,
28TGQ33,,
28TFQ72,,
29TKK63,,
29TKK73,,
28TFQ11,,
29TKK83,,
28TFQ82,,
29TKK93,,
28TFQ21,,
28TFQ92,,
29TLK03,,
29TLK13,,
28TFQ31,,
28TGQ02,,
28TFQ41,,
28TGQ12,,
28TFQ51,,
28TGQ22,,
28TFQ61,,
28TGQ32,,
28TFQ71,,
29TKK62,,
29TKK72,,
28TFQ10,,
28TFQ81,,
29TKK82,,
29TKK92,,
28TFQ20,,
28TFQ91,,
29TLK02,,
29TLK12,,
28TFQ30,,
28TGQ01,,
29TLK22,,
28TFQ40,,
28TGQ11,,
28TFQ50,,
28TGQ21,,
28TFQ60,,
28TGQ31,,
28TFQ70,,
29TKK61,,
29TKK71,,
28TFP19,,
28TFQ80,,
29TKK81,,
29TKK91,,
28TFP29,,
28TFQ90,,
29TLK01,,
29TLK11,,
28TFP39,,
28TGQ00,,
29TLK21,,
29TLK31,,
28TFP49,,
28TGQ10,,
28TFP59,,
28TGQ20,,
28TFP69,,
28TGQ30,,
28TFP08,,
28TFP79,,
29TKK60,,
29TKK70,,
28TFP18,,
28TFP89,,
29TKK80,,
29TKK90,,
28TFP28,,
28TFP99,,
29TLK00,,
29TLK10,,
28TFP38,,
28TGP09,,
29TLK20,,
29TLK30,,
28TFP48,,
28TGP19,,
29TLK40,,
28TFP58,,
28TGP29,,
28TFP68,,
28TGP39,,
28TFP07,,
28TFP78,,
29TKJ69,,
29TKJ79,,
28TFP17,,
28TFP88,,
29TKJ89,,
29TKJ99,,
28TFP27,,
28TFP98,,
29TLJ09,,
29TLJ19,,
28TFP37,,
28TGP08,,
29TLJ29,,
29TLJ39,,
28TFP47,,
28TGP18,,
29TLJ49,,
29TLJ59,,
28TFP57,,
28TGP28,,
28TFP67,,
28TGP38,,
28TGP49,,
29TKJ59,,
28TFP06,,
28TFP77,,
28TGP48,,
29TKJ58,,
29TKJ68,,
29TKJ78,,
28TFP16,,
28TFP87,,
29TKJ88,,
29TKJ98,,
28TFP26,,
28TFP97,,
29TLJ08,,
29TLJ18,,
28TFP36,,
28TGP07,,
29TLJ28,,
29TLJ38,,
28TFP46,,
28TGP17,,
29TLJ48,,
29TLJ58,,
28TFP56,,
28TGP27,,
29TLJ68,,
28TFP66,,
28TGP37,,
28TFP05,,
28TFP76,,
28TGP47,,
29TKJ57,,
29TKJ67,,
29TKJ77,,
28TFP15,,
28TFP86,,
29TKJ87,,
29TKJ97,,
28TFP25,,
28TFP96,,
29TLJ07,,
29TLJ17,,
28TFP35,,
28TGP06,,
29TLJ27,,
29TLJ37,,
28TFP45,,
28TGP16,,
29TLJ47,,
29TLJ57,,
28TFP55,,
28TGP26,,
29TLJ67,,
29TLJ77,,
28TFP65,,
28TGP36,,
28TFP04,,
28TFP75,,
28TGP46,,
29TKJ56,,
29TKJ66,,
29TKJ76,,
28TFP14,,
28TFP85,,
29TKJ86,,
29TKJ96,,
28TFP24,,
28TFP95,,
29TLJ06,,
29TLJ16,,
28TFP34,,
28TGP05,,
29TLJ26,,
28TFP44,,
29TLJ36,,
28TGP15,,
29TLJ46,,
28TFP54,,
29TLJ56,,
28TGP25,,
29TLJ66,,
28TEP93,,
28TFP64,,
29TLJ76,,
28TGP35,,
29TLJ86,,
28TFP03,,
28TFP74,,
28TGP45,,
29TKJ55,,
29TKJ65,,
28TFP13,,
29TKJ75,,
28TFP84,,
29TKJ85,,
28TFP23,,
29TKJ95,,
28TFP94,,
29TLJ05,,
28TFP33,,
29TLJ15,,
28TGP04,,
29TLJ25,,
28TFP43,,
29TLJ35,,
28TGP14,,
29TLJ45,,
28TFP53,,
29TLJ55,,
28TGP24,,
29TLJ65,,
28TEP92,,
28TFP63,,
29TLJ75,,
28TGP34,,
29TLJ85,,
28TFP02,,
28TFP73,,
29TLJ95,,
28TGP44,,
29TKJ54,,
29TKJ64,,
28TFP12,,
29TKJ74,,
28TFP83,,
29TKJ84,,
28TFP22,,
29TKJ94,,
28TFP93,,
29TLJ04,,
28TFP32,,
29TLJ14,,
28TGP03,,
29TLJ24,,
28TFP42,,
29TLJ34,,
28TGP13,,
29TLJ44,,
28TFP52,,
29TLJ54,,
28TGP23,,
29TLJ64,,
28TEP91,,
28TFP62,,
29TLJ74,,
28TGP33,,
29TLJ84,,
28TFP01,,
28TFP72,,
29TLJ94,,
28TGP43,,
29TKJ53,,
29TKJ63,,
29TMJ04,,
28TFP11,,
29TKJ73,,
28TFP82,,
29TKJ83,,
28TFP21,,
29TKJ93,,
28TFP92,,
29TLJ03,,
28TFP31,,
29TLJ13,,
28TGP02,,
29TLJ23,,
28TFP41,,
29TLJ33,,
28TGP12,,
29TLJ43,,
28TFP51,,
29TLJ53,,
28TGP22,,
29TLJ63,,
28TEP90,,
28TFP61,,
29TLJ73,,
28TGP32,,
29TLJ83,,
28TFP00,,
28TFP71,,
29TLJ93,,
28TGP42,,
29TKJ52,,
29TKJ62,,
29TMJ03,,
28TFP10,,
29TKJ72,,
28TFP81,,
29TMJ13,,
29TKJ82,,
28TFP20,,
29TKJ92,,
28TFP91,,
29TLJ02,,
28TFP30,,
29TLJ12,,
28TGP01,,
29TLJ22,,
28TFP40,,
29TLJ32,,
28TGP11,,
29TLJ42,,
28TFP50,,
29TLJ52,,
28TGP21,,
29TLJ62,,
28TEN99,,
28TFP60,,
29TLJ72,,
28TGP31,,
29TLJ82,,
28TFN09,,
28TFP70,,
28TGP41,,
29TLJ92,,
29TKJ51,,
29TKJ61,,
29TMJ02,,
28TFN19,,
28TFP80,,
29TKJ71,,
29TMJ12,,
29TKJ81,,
29TMJ22,,
28TFN29,,
28TFP90,,
29TKJ91,,
29TLJ01,,
28TFN39,,
28TGP00,,
29TLJ11,,
29TLJ21,,
28TFN49,,
28TGP10,,
29TLJ31,,
29TLJ41,,
28TFN59,,
28TGP20,,
29TLJ51,,
29TLJ61,,
28TEN98,,
28TFN69,,
28TGP30,,
29TLJ71,,
29TLJ81,,
28TFN08,,
28TFN79,,
28TGP40,,
29TLJ91,,
29TKJ50,,
29TKJ60,,
29TMJ01,,
28TFN18,,
28TFN89,,
29TKJ70,,
29TMJ11,,
29TKJ80,,
29TMJ21,,
28TFN28,,
28TFN99,,
29TKJ90,,
29TMJ31,,
29TLJ00,,
28TFN38,,
28TGN09,,
29TLJ10,,
29TLJ20,,
28TFN48,,
28TGN19,,
29TLJ30,,
29TLJ40,,
28TFN58,,
28TGN29,,
29TLJ50,,
29TLJ60,,
28TEN97,,
28TFN68,,
28TGN39,,
29TLJ70,,
29TLJ80,,
28TFN07,,
28TFN78,,
28TGN49,,
29TLJ90,,
29TKH59,,
29TKH69,,
29TMJ00,,
28TFN17,,
28TFN88,,
29TKH79,,
29TMJ10,,
29TKH89,,
29TMJ20,,
28TFN27,,
28TFN98,,
29TKH99,,
29TMJ30,,
29TLH09,,
29TMJ40,,
28TFN37,,
28TGN08,,
29TLH19,,
29TLH29,,
28TFN47,,
28TGN18,,
29TLH39,,
29TLH49,,
28TFN57,,
28TGN28,,
29TLH59,,
29TLH69,,
28TEN96,,
28TFN67,,
28TGN38,,
29TLH79,,
29TLH89,,
28TFN06,,
28TFN77,,
28TGN48,,
29TLH99,,
29TKH58,,
29TKH68,,
29TMH09,,
28TFN16,,
28TFN87,,
29TKH78,,
29TMH19,,
29TKH88,,
29TMH29,,
28TFN26,,
28TFN97,,
29TKH98,,
29TMH39,,
29TLH08,,
29TMH49,,
28TFN36,,
28TGN07,,
29TLH18,,
29TMH59,,
29TLH28,,
28TFN46,,
28TGN17,,
29TLH38,,
29TLH48,,
28TFN56,,
28TGN27,,
29TLH58,,
29TLH68,,
28TEN95,,
28TFN66,,
28TGN37,,
29TLH78,,
29TLH88,,
28TFN76,,
28TGN47,,
29TLH98,,
29TKH57,,
29TKH67,,
29TMH08,,
28TFN86,,
29TKH77,,
29TMH18,,
29TKH87,,
29TMH28,,
28TFN96,,
29TKH97,,
29TMH38,,
29TLH07,,
29TMH48,,
28TGN06,,
29TLH17,,
29TMH58,,
29TLH27,,
29TMH68,,
28TGN16,,
29TLH37,,
29TLH47,,
28TGN26,,
29TLH57,,
29TLH67,,
28TGN36,,
29TLH77,,
29TLH87,,
28TGN46,,
29TLH97,,
29TMH07,,
29TMH17,,
29TMH27,,
29TMH37,,
29TMH47,,
29TMH57,,
29TMH67,,
29TMH77,,
29TPH18,Galicia,Lugo
29TMH87,Galicia,A Coruña
29TPH28,Galicia,Lugo
29TMH97,Galicia,A Coruña
29TPH38,Galicia,Lugo
29TNH07,Galicia,A Coruña
29TPH48,Galicia,Lugo
29TNH17,Galicia,A Coruña
29TPH58,Galicia,Lugo
29TPH58,Galicia,Asturias
29TPH58,Principado de Asturias,Lugo
29TPH58,Principado de Asturias,Asturias
29TNH27,Galicia,A Coruña
29TPH68,Galicia,Lugo
29TPH68,Galicia,Asturias
29TPH68,Principado de Asturias,Lugo
29TPH68,Principado de Asturias,Asturias
29TNH37,Galicia,A Coruña
29TPH78,Galicia,Lugo
29TPH78,Galicia,Asturias
29TPH78,Principado de Asturias,Lugo
29TPH78,Principado de Asturias,Asturias
29TNH47,Galicia,A Coruña
29TPH88,Principado de Asturias,Asturias
29TNH57,Galicia,A Coruña
29TPH98,Principado de Asturias,Asturias
29TNH67,Galicia,A Coruña
29TQH08,Principado de Asturias,Asturias
29TNH77,Galicia,A Coruña
29TQH18,Principado de Asturias,Asturias
29TNH87,Galicia,Lugo
29TNH87,Galicia,A Coruña
29TQH28,Principado de Asturias,Asturias
29TNH97,Galicia,Lugo
29TQH38,Principado de Asturias,Asturias
29TPH07,Galicia,Lugo
29TQH48,Principado de Asturias,Asturias
30TTN58,Principado de Asturias,Asturias
30TTN68,Principado de Asturias,Asturias
30TTN78,Principado de Asturias,Asturias
